"","year","journal","article","title","zenURL","zenName","dvURL","dvName"
"496",2015,"Journal of Finance",56,"Does Going Public Affect Innovation?","https://doi.org/10.5281/zenodo.3580414","Die Protokolle des österreichischen Ministerrates 1848-1867","https://doi.org/10.7910/DVN/OMJTCM","Replication Data for: ""How Does Affective Polarization Feel? A Comparative Description"", European Journal of Political Research"
"497",2015,"Journal of Labor Economics",2,"Does Immigration Affect Whether US Natives Major in Science and Engineering?","https://doi.org/10.5061/dryad.bzkh1898z","Native plant species show evolutionary responses to invasion by Parthenium hysterophorus in an African savanna","https://doi.org/10.7910/DVN/OMJTCM","Replication Data for: ""How Does Affective Polarization Feel? A Comparative Description"", European Journal of Political Research"
"498",2018,"Journal of Urban Economics",26,"Does federal contracting spur development? Federal contracts, income, output, and jobs in US cities","https://doi.org/10.25338/B8GS95","Documenting twenty years of the contracted labor-intensive forestry workforce on National Forest System lands in the United States","https://doi.org/10.7910/DVN/RUQC0A","Replication Code for Federal Circuit Statistics Package: 2021 Update"
"499",2018,"Journal of International Economics",63,"Does higher openness cause more real exchange rate volatility??","https://doi.org/10.5281/zenodo.20311128","EXCHANGE RATE STABILITY AND ECONONIC GROWTH IN DEVELOPING ECONOMIES","https://doi.org/10.7910/DVN/DHVRZ8","Replication Data for Does Regime Matter? The impacts of real exchange rate on employment in China"
"500",2018,"Journal of Human Resources",12,"Drug Violence and Migration Flows: Lessons from the Mexican Drug War","https://doi.org/10.5281/zenodo.8129614","Data underlying the article: 3DDPDs: Describing protein dynamics for proteochemometric bioactivity prediction. A case for (mutant) G protein-coupled receptors","https://doi.org/10.7910/DVN/DKZGVT","dtc2tdc"
"501",2015,"Review of Economics and Statistics",218,"ENTREPRENEURSHIP AND URBAN GROWTH: AN EMPIRICAL ASSESSMENT WITH HISTORICAL MINES","https://doi.org/10.5061/dryad.cnp5hqcbp","Data from: Geographic variations in eco-evolutionary factors governing urban birds: the case of university campuses in China","https://doi.org/10.7910/DVN/28390","Replication data for: Entrepreneurship and Urban Growth: An Empirical Assessment with Historical Mines"
"502",2015,"Economic Journal",36,"EVALUATING A DECADE OF MOBILE TERMINATION RATE REGULATION","https://doi.org/10.5281/zenodo.6484525","Model Input Files","https://doi.org/10.7910/DVN/L2QB9U","M-PESA Kenya Round 2"
"503",2015,"Journal of Development Economics",53,"Economic shocks in the fisheries sector and maritime piracy","https://doi.org/10.5061/dryad.4s4t1","Data from: Catch reconstructions reveal that global marine fisheries catches are higher than reported and declining","https://doi.org/10.7910/DVN/SSB5M7","Data, Replication Codes, and Color Figures and Tables"
"504",2018,"Journal of Public Economics",93,"Empty homes, longer commutes: The unintended consequences of more restrictive local planning","https://doi.org/10.5281/zenodo.8278149","CSPG GridPath Model Input and Output Data","https://doi.org/10.7910/DVN/JTO5PG","MPO Database"
"505",2015,"Journal of Financial Intermediation",25,"Equity short selling and bond rating downgrades","https://doi.org/10.5281/zenodo.7536332","Annual Reports Assessment Dataset","https://doi.org/10.7910/DVN/SFXW7H","Partner and Equity Data-Driven Implementation (PEDDI) to Improve Cancer Screening Equity"
"506",2015,"American Economic Review",11,"Estimating a War of Attrition: The Case of the US Movie Theater Industry","https://doi.org/10.5281/zenodo.3565392","Treatment of American National Archives Records of World War II Prisoners of War (0326).","https://doi.org/10.7910/DVN/M8FCSL","Fertilizer use by farmers of Indo-Gangetic Plains of India and its determinants"
"507",2018,"Economic Policy",4,"Evaluating market consolidation in mobile communications","https://doi.org/10.5281/zenodo.3702124","hendri-code/materials-for-2E-LRP-MS","https://doi.org/10.7910/DVN/26211","Project Parivartan: Research on the Implementation and Impact of Structural Interventions for HIV Prevention among Female Sex Workers in Southern India"
"508",2015,"Journal of Development Economics",46,"Evaluating seasonal food storage and credit programs in east Indonesia","https://doi.org/10.5061/dryad.nk780","Data from: The Centennial Trends Greater Horn of Africa precipitation dataset","https://doi.org/10.7910/DVN/AMUKJ0","Monthly State SNAP Data"
"509",2018,"American Economic Review",29,"Export Destinations and Input Prices","https://doi.org/10.32609/j.ruje.5.34753.suppl3","Supplementary material 3 from: Lyubimov I (2019) Russia's diversification prospects. Russian Journal of Economics 5(2): 177-198. https://doi.org/10.32609/j.ruje.5.34753","https://doi.org/10.7910/DVN/IAH6Z6","Cavallo (2018) ""Scraped Data and Sticky Prices"". Review of Economics and Statistics, Vol. 100, p.105-119"
"510",2018,"Journal of International Economics",58,"Export expansion, skill acquisition and industry specialization: evidence from china","https://doi.org/10.5281/zenodo.18478903","THE IMPACT OF DIGITAL STARTUPS ON SKILL DEVELOPMENT AND CAREER READINESS OF IT STUDENTS","https://doi.org/10.7910/DVN/PNE17B","Replication Data for: Do exports of renewable resources lead to resource depletion: Evidence from fisheries"
"511",2018,"Journal of Development Economics",54,"Female migration: A way out of discrimination?","https://doi.org/10.5061/dryad.742564m","Data from: Out of the testis, into the ovary: biased outcomes of gene duplication and deletion in Drosophila","https://doi.org/10.7910/DVN/29934","WorldWide Telescope Tour called ""More Nessies"""
"512",2015,"Journal of Financial Intermediation",14,"Financial innovation and endogenous growth","https://doi.org/10.5281/zenodo.19431115","DYNAMIC MODELS OF ECONOMIC GROWTH: THE SOLOW GROWTH MODEL AND ENDOGENOUS GROWTH THEORY","https://doi.org/10.7910/DVN/HKRUCW","Replication Data and Code for: ""Historical instruments and contemporary endogenous regressors"""
"513",2015,"Journal of Financial Economics",46,"Financial integration, housing, and economic volatility","https://doi.org/10.5281/zenodo.19431416","GLOBALIZATION AND THE DYNAMICS OF ECONOMIC CYCLES","https://doi.org/10.7910/DVN/RNA2H6","Swedish Rental Market Dataset 2026 Top Cities"
"514",2015,"Journal of International Economics",8,"Firm investment and exporting: Evidence from China's value-added tax reform","https://doi.org/10.5281/zenodo.19326749","DISTRIBUTION OF THE TAX BURDEN ACROSS ECONOMIC SECTORS: ANALYSIS AND IMPROVEMENT PROSPECTS IN UZBEKISTAN","https://doi.org/10.7910/DVN/ZQ5EA3","Survey Questionnaire Translated - Survey Experiment"
"515",2018,"Review of Financial Studies",4,"Founder Replacement and Startup Performance","https://doi.org/10.5281/zenodo.17971141","The Impact of Business Coaching on Founder Confidence and Entrepreneurial Orientation in University Incubated Startups","https://doi.org/10.7910/DVN/4UYZH2","AeonLabs 2014-16 business Plan"
"516",2015,"Journal of Public Economics",94,"General revenue sharing and public sector unions","https://doi.org/10.5281/zenodo.19673552","OPTIMIZATION OF MANAGEMENT PROCESSES IN TRADE UNIONS BASED ON DIGITAL TECHNOLOGIES","https://doi.org/10.7910/DVN/DW7Y5W","European Union Sectoral Emissions Data (EUSED): Data and Codebook"
"517",2018,"Journal of Economic Growth",9,"Geography, land inequality and regional numeracy in Europe in historical perspective","https://doi.org/10.5281/zenodo.20442782","INSTITUTIONS, INFORMALITY, AND INEQUALITY: A COMPARATIVE ANALYSIS OF WAGE–PRODUCTIVITY DYNAMICS IN GERMANY ANDUZBEKISTAN","https://doi.org/10.7910/DVN/6XIG7R","Mapping green trademarks across Europe: A regionalized panel dataset of EUIPO trademark filings, 1996-2020"
"518",2018,"Journal of Finance",50,"Government Credit, a Double-Edged Sword: Evidence from the China Development Bank","https://doi.org/10.5281/zenodo.20555245","KEY DIRECTIONS FOR IMPLEMENTING ESG-BASED CREDIT POLICY IN BANKS","https://doi.org/10.7910/DVN/98ANEA","Replication Data for: ""Teacher Performance Pay and Student Learning: Evidence from a Nationwide Program in Peru”. Economic Development and Cultural Change"
"519",2015,"Journal of Financial Economics",53,"Government ownership and the cost of debt: Evidence from government investments in publicly traded firms","https://doi.org/10.5281/zenodo.6062984","Annual Health Survey Datasets","https://doi.org/10.7910/DVN/TAYVTV","Replication Data for: Impacts of Heterogeneous Participation in Green Factory on Firms’ Risk-Taking Capacity: Evidence from Chinese Enterprises"
"520",2018,"Economic Journal",103,"HIGHER EDUCATION AND PROSPERITY: FROM CATHOLIC MISSIONARIES TO LUMINOSITY IN INDIA*",NA,NA,"https://doi.org/10.7910/DVN/1HOKCH","Replication Data for: Life, Literacy, and the Pursuit of Prosperity: Party Competition and Policy Outcomes in 50 States"
"521",2015,"AEJ: Macroeconomics",7,"Happiness and the Persistence of Income Shocks","https://doi.org/10.5281/zenodo.19667505","THE IMPACT OF INFLATION SHOCKS ON MACROECONOMIC DYNAMICS IN THE CONTEXT OF MONETARY TRANSFORMATION","https://doi.org/10.7910/DVN/EZNTMZ","Phylogenomic Study of 36 Polychaete Species in a North Norwegian Fjord"
"522",2018,"Review of Financial Studies",74,"Home Bias Abroad: Domestic Industries and Foreign Portfolio Choice","https://doi.org/10.1016/j.jbef.2025.101109","Dataset and code for the paper ""Mental framing effects in dynamic portfolio choice""","https://doi.org/10.7910/DVN/T29RF7","Replication Data for: Public opinion on climate policies that reduce emissions abroad to reach domestic targets - a Swiss case study"
"523",2015,"Journal of Urban Economics",17,"Home safety, accessibility, and elderly health: Evidence from falls","https://doi.org/10.5281/zenodo.20151475","AccessStep Dataset Public Data Package for AccessStairNet","https://doi.org/10.7910/DVN/AIBFFJ","Replication Data for:"
"524",2015,"Review of Financial Studies",29,"House Prices, Home Equity Borrowing, and Entrepreneurship","https://doi.org/10.15146/R3Z40M","Journal","https://doi.org/10.7910/DVN/RWEWKL","Economic Factors"
"525",2018,"Review of Financial Studies",92,"Housing Price Booms and Crowding-Out Effects in Bank Lending","https://doi.org/10.5281/zenodo.5148738","First Adoption for National Renewable Energy Targets in 187 Countries (1975-2017)","https://doi.org/10.7910/DVN/26653","""Racial and Spatial Targeting: Segregation and Subprime Lending within and across Metropolitan Areas"
"526",2018,"American Economic Review",79,"How Are SNAP Benefits Spent? Evidence from a Retail Panel","https://doi.org/10.5061/dryad.g4f4qrfrc","CODEX multiplexed imaging cell datasets used for using STELLAR to transfer cell type annotations to other tissues and donors","https://doi.org/10.7910/DVN/CCNJO8","How Cross-Cutting Ties Reduce Affective Polarization: Evidence from Latino Americans"
"527",2018,"Journal of Finance",16,"How Do Financing Constraints Affect Firms� Equity Volatility","https://doi.org/10.5281/zenodo.17634660","AN EMPIRICAL INVESTIGATION OF CAPITAL AVAILABILITY IN UZBEKISTAN: FINANCING CONSTRAINTS AND THEIR IMPACT ON CORPORATE LEVERAGE DYNAMICS","https://doi.org/10.7910/DVN/SFXW7H","Partner and Equity Data-Driven Implementation (PEDDI) to Improve Cancer Screening Equity"
"528",2015,"Journal of Labor Economics",29,"How Do Industries and Firms Respond to Changes in Local Labor Supply?","https://doi.org/10.5281/zenodo.12071105","Dataset for ""How Do Tropical Precipitation and Circulations Respond to the Cloud-Radiative Effect Changes?""","https://doi.org/10.7910/DVN/5TAWLA","Part 1: Replication Data for Parental Labor Supply: Evidence from Minimum Wage Changes"
"529",2015,"AEJ: Economic Policy",6,"How Is Tax Policy Conducted Over the Business Cycle?","https://doi.org/10.5281/zenodo.19311725","THE IMPORTANCE OF TAX PAYMENTS IN THE DEVELOPMENT OF SMALL BUSINESS","https://doi.org/10.7910/DVN/NWSPWL","Gross Value Added of Oil"
"530",2015,"AEJ: Economic Policy",41,"How Much Are Public School Teachers Willing to Pay for Their Retirement Benefits?","https://doi.org/10.5061/dryad.z612jm6m0","Data from: How to use discrete choice experiments to capture stakeholder preferences in social work research","https://doi.org/10.7910/DVN/BOJ0WY","Explaining Willingness to Pay for Pricing Reforms that Improve Electricity Service in India"
"531",2018,"Journal of Public Economics",100,"How do voters matter? Evidence from US congressional redistricting","https://doi.org/10.5281/zenodo.3893022","PA 2017 ACS Congressional Districting Plans via SFSR","https://doi.org/10.7910/DVN/FC1XTJ","Replication Data for: How Effective Are Building Codes at Reducing Residential Water Use? Evidence from California Billing Data"
"532",2015,"Review of Economics and Statistics",205,"IDENTIFYING MORAL HAZARD IN CAR INSURANCE CONTRACTS","https://doi.org/10.5281/zenodo.19703903","ALIGNMENT OF INSURANCE ACCOUNTING IN INSURANCE COMPANIES WITH INTERNATIONAL STANDARDS","https://doi.org/10.7910/DVN/27335","Replication data for: Identifying Moral Hazard in Car Insurance Contracts"
"533",2015,"Economic Journal",16,"IMMIGRATION AND HOUSE PRICES IN THE UK","https://doi.org/10.5061/dryad.5hr3140","Data from: Interacting maternal and spatial cues influence natal dispersal out of social groups","https://doi.org/10.7910/DVN/XKJR3X","Highly Skilled and Educated Immigrants (HSE)"
"534",2015,"Economic Journal",78,"IMMIGRATION, HOUSING DISCRIMINATION AND EMPLOYMENT","https://doi.org/10.5281/zenodo.1468110","Гендерные различия между мужчинами и женщинами в трудовой занятости,на 1990, 2000, 2008 - 2017 год","https://doi.org/10.7910/DVN/HVRL0S","Replication data for ""Can immigrants counteract employer discrimination? A factorial field experiment reveals the immutability of ethnic hierarchies"""
"535",2015,"Economic Journal",58,"INCOME AND POPULATION GROWTH","https://doi.org/10.5281/zenodo.19098342","STATISTICAL ANALYSIS OF THE SHARE OF INCOME IN IMPROVING THE LIVING STANDARDS OF THE POPULATION OF THE REPUBLIC OF UZBEKISTAN","https://doi.org/10.7910/DVN/FT2BBK","Evidence for causal links between education and maternal and child health, sexual and reproductive health, and malaria: A systematic review (materials)"
"536",2018,"Review of Economics and Statistics",27,"INFORMATION AND LEGISLATIVE BARGAINING: THE POLITICAL ECONOMY OF U.S. TARIFF SUSPENSIONS","https://doi.org/10.5281/zenodo.19444408","MODERN METHODS FOR ENSURING INFORMATION SECURITY IN THE DIGITAL ECONOMY","https://doi.org/10.7910/DVN/FPJHJ2","Replication data for: ""Information and Legislative Bargaining: The Political Economy of U.S. Tariff Suspensions"""
"537",2015,"Review of Economics and Statistics",206,"INSURERS� NEGOTIATING LEVERAGE AND THE EXTERNAL EFFECTS OF MEDICARE PART D","https://doi.org/10.5281/zenodo.7186628","Technical Leverage Analysis in the Python Ecosystem","https://doi.org/10.7910/DVN/28817","Replication data for: Insurers' Negotiating Leverage and the External Effects of Medicare Part D"
"538",2018,"Review of Economics and Statistics",64,"IS MURDER BAD FOR BUSINESS? EVIDENCE FROM COLOMBIA","https://doi.org/10.5281/zenodo.16042274","Conflict Victimization Shapes Norms of Rule Compliance: Evidence from Colombia","https://doi.org/10.7910/DVN/8PTX1L","Replication Data for: ""Is Murder Bad for Business? Evidence From Colombia"""
"539",2015,"Journal of Urban Economics",27,"Identification in a model of sorting with social externalities and the causes of urban segregation","https://doi.org/10.5061/dryad.m7f9m","Data from: Sexual segregation in Indo-Pacific bottlenose dolphins is driven by female avoidance of males","https://doi.org/10.7910/DVN/26653","""Racial and Spatial Targeting: Segregation and Subprime Lending within and across Metropolitan Areas"
"540",2018,"Journal of Applied Econometrics",35,"Identification issues in the public/private wage gap, with an application to Italy",NA,NA,"https://doi.org/10.7910/DVN/9M9D87","Replication Data for: Gender, Generation, and Multiracial Identification in the United States"
"541",2015,"Journal of Human Resources",2,"Immigration and the Human Capital of Natives","https://doi.org/10.5281/zenodo.15258506","Danish Student Grades","https://doi.org/10.7910/DVN/FTFZQT","Replication Data for: Does Demographic Capital Do Anything? Capital Deepening and the J-Curve"
"542",2018,"Journal of International Economics",61,"Immigration, trade and productivity in services: Evidence from U.K. firms","https://doi.org/10.5061/dryad.c41jc","Data from: Characterising demographic contributions to observed population change in a declining migrant bird","https://doi.org/10.7910/DVN/TAYVTV","Replication Data for: Impacts of Heterogeneous Participation in Green Factory on Firms’ Risk-Taking Capacity: Evidence from Chinese Enterprises"
"543",2018,"American Economic Review",55,"Implications of US Tax Policy for House Prices, Rents, and Homeownership","https://doi.org/10.5281/zenodo.19234745","PERSONAL INCOME TAX RATES AND TAX BENEFITS IN UZBEKISTAN","https://doi.org/10.7910/DVN/MH6BBH","Home ownership, Life Satisfaction in Istanbul: Survey Dataset (2025)"
"544",2018,"American Economic Review",15,"In Search of Labor Demand","https://doi.org/10.5281/zenodo.14713990","MODERN LABOR MARKET AND ITS OPERATIONAL CHALLENGES IN THE CONTEXT OF THE DIGITAL ECONOMY","https://doi.org/10.7910/DVN/FMNCM7","Replication Data for: Search for High-Energy Neutrinos From the Sun Using Ten Years of IceCube Data"
"545",2018,"Journal of Applied Econometrics",27,"Increasing the credibility of the twin birth instrument","https://doi.org/10.5061/dryad.h70rxwdfw","An age-dependent ovulatory strategy explains the evolution of dizygotic twinning in humans","https://doi.org/10.7910/DVN/XVSCRU","Bilateral instruments signed by Argentina"
"546",2018,"Journal of Economic Growth",1,"Inequality and economic growth: the role of initial income","https://doi.org/10.5281/zenodo.19260787","THE ROLE OF TAXES IN REGULATING HOUSEHOLD INCOME","https://doi.org/10.7910/DVN/TG94GL","Chartbook of Economic Inequality – Version 3"
"547",2015,"AEJ: Applied Economics",30,"Inputs in the Production of Early Childhood Human Capital: Evidence from Head Start","https://doi.org/10.5281/zenodo.19824756","INNOVATIVE SOLUTIONS FOR IMPLEMENTING THE STEAM APPROACH IN PRESCHOOL EDUCATION","https://doi.org/10.7910/DVN/TH7GEB","Early Head Start Research and Evaluation Project, 1996 - 2001"
"548",2018,"Journal of Applied Econometrics",11,"Intergenerational mobility: New evidence from consumption data","https://doi.org/10.5281/zenodo.7030273","Replication Package for ""Long-term and Intergenerational Effects of Education: Evidence from School Construction in Indonesia""","https://doi.org/10.7910/DVN/YIS2QY","Replication Data for The Geography of Intergenerational Mobility - Danish Evidence"
"549",2015,"Journal of Economic Growth",1,"International business travel: an engine of innovation?","https://doi.org/10.5061/dryad.q5qm1","Data from: Take-off engine particle emission indices for in-service aircraft at Los Angeles International Airport","https://doi.org/10.7910/DVN/NWSPWL","Gross Value Added of Oil"
"550",2018,"Journal of Development Economics",8,"International import competition and the decision to migrate: Evidence from Mexico","https://doi.org/10.5281/zenodo.2571510","All raw data for CPC18: Choice prediction competition 2018","https://doi.org/10.7910/DVN/XBN1PC","Replication Data for: Selective Migration and Regional Decline: Evidence from Coal Country"
"551",2015,"AEJ: Macroeconomics",26,"Is the Phillips Curve Alive and Well after All? Inflation Expectations and the Missing Disinflation","https://doi.org/10.5061/dryad.0k6djh9z6","A single heat stress bout induces rapid and prolonged heat acclimation in the California mussel, Mytilus californianus","https://doi.org/10.3886/E114080","Replication data for: Is the Phillips Curve Alive and Well after All? Inflation Expectations and the Missing Disinflation"
"552",2015,"Quarterly Journal of Economics",7,"JUVENILE INCARCERATION, HUMAN CAPITAL, AND FUTURE CRIME: EVIDENCE FROM RANDOMLY ASSIGNED JUDGES","https://doi.org/10.5281/zenodo.18651947","NATIONAL INDICATORS REFLECTING THE DEVELOPMENT OF THE DIGITAL ECONOMY AND THEIR ANALYSIS","https://doi.org/10.7910/DVN/LLSNMQ","The structure, conduct and performance of aquaculture value chain in Bangladesh"
"553",2018,"Review of Financial Studies",55,"Kicking Maturity Down the Road: Early Refinancing and Maturity Management in the Corporate Bond Market","https://doi.org/10.5281/zenodo.18963557","CORPORATE CLIENT SEGMENT: CLASSIFICATION, NEEDS AND FACTORS SHAPING DEMAND FOR SERVICES","https://doi.org/10.7910/DVN/KBNK6R","Maturation Time Experiments Single-Cell Data"
"554",2018,"Economic Journal",76,"LABOUR MARKET RESPONSES TO IMMIGRATION: EVIDENCE FROM INTERNAL MIGRATION DRIVEN BY WEATHER SHOCKS","https://doi.org/10.5061/dryad.fs4k13k","Data from: Do migratory and resident birds differ in their responses to interacting effects of climate, weather and vegetation?","https://doi.org/10.7910/DVN/17M4ZP","Replication Data for: Immigration Restrictions as Active Labor Market Policy: Evidence from the Mexican Bracero Exclusion"
"555",2018,"Journal of Development Economics",96,"Labor scarcity, land tenure, and historical legacy: Evidence from Mexico","https://doi.org/10.5061/dryad.n08t0","Data from: VLUIS, a land use data product for Victoria, Australia, covering 2006 to 2013","https://doi.org/10.7910/DVN/5TAWLA","Part 1: Replication Data for Parental Labor Supply: Evidence from Minimum Wage Changes"
"556",2015,"Journal of Development Economics",15,"Local intermediate inputs and the shared supplier spillovers of foreign direct investment","https://doi.org/10.5281/zenodo.20520043","GLOBAL FOREIGN DIRECT INVESTMENT TRENDS IN 2025: CHALLENGES AND OPPORTUNITIES FOR SUSTAINABLE ECONOMIC DEVELOPMENT","https://doi.org/10.7910/DVN/PWIUUA","It's Both What You Shared and the Way You Shared It: Secret-Sharing and Interpersonal Evaluations"
"557",2015,"Journal of Human Resources",16,"Long- Term Intergenerational Persistence of Human Capital An Empirical Analysis of Four Generations","https://doi.org/10.5061/dryad.6m98m","Data from: Inclusive fitness and differential productivity across the life course determine intergenerational transfers in a small-scale human society","https://doi.org/10.7910/DVN/AWJNET","Korneyev A. V., Kuchumova E. A. Data base “Forecast for major economic indicators for the USA, 1997–2010: functional approximation of analytic trends” / Ed. by V. I. Sokolov. – [2nd edition, revised and enlarged]. – Moscow : The Institute for the US and Canadian Studies of the Russian Academy of Sciences, 1997. – 49 pp. – Text. – (Econometric database, in Russian)."
"558",2018,"Economic Journal",68,"MALARIA AND EARLY AFRICAN DEVELOPMENT: EVIDENCE FROM THE SICKLE CELL TRAIT*","https://doi.org/10.5061/dryad.hqbzkh1b7","Data from: Barrier bednets target malaria vectors and  expand the range of usable insecticides","https://doi.org/10.7910/DVN/FQLLAP","Longitudinal microarray antibody responses and malaria exposure data from paediatric cohorts in Kilifi, Kenya"
"559",2018,"Review of Economics and Statistics",30,"MALE EARNINGS, MARRIAGEABLE MEN, AND NONMARITAL FERTILITY: EVIDENCE FROM THE FRACKING BOOM",NA,NA,"https://doi.org/10.7910/DVN/IOOCOE","Replication data for: ""Male Earnings, Marriageable Men, and Nonmarital Fertility: Evidence from the Fracking Boom"""
"560",2018,"Quarterly Journal of Economics",34,"MARGINAL TAX RATES AND INCOME: NEW TIME SERIES EVIDENCE",NA,NA,"https://doi.org/10.7910/DVN/RJIUNE","Replication Data for: 'Marginal Tax Rates and Income: New Time Series Evidence'"
"561",2018,"Economic Journal",46,"MIGRATION, POPULATION COMPOSITION AND LONG RUN ECONOMIC DEVELOPMENT: EVIDENCE FROM SETTLEMENTS IN THE PAMPAS","https://doi.org/10.5061/dryad.dncjsxkvz","Population genomic structure in Goodman's mouse lemur reveals long-standing separation of Madagascar's Central Highlands and eastern rainforests","https://doi.org/10.7910/DVN/GQKXEQ","Atmospheric Composition Analysis Group (ACAG) North American Regional Estimates with Composition"
"562",2018,"Economic Journal",60,"MIGRATION, POPULATION COMPOSITION AND LONG RUN ECONOMIC DEVELOPMENT: EVIDENCE FROM SETTLEMENTS IN THE PAMPAS","https://doi.org/10.5061/dryad.dncjsxkvz","Population genomic structure in Goodman's mouse lemur reveals long-standing separation of Madagascar's Central Highlands and eastern rainforests","https://doi.org/10.7910/DVN/GQKXEQ","Atmospheric Composition Analysis Group (ACAG) North American Regional Estimates with Composition"
"563",2015,"Journal of Public Economics",71,"Made in China, sold in Norway: Local labor market effects of an import shock","https://doi.org/10.5281/zenodo.19363638","THE STRATEGIC ROLE OF THE ECONOMICS OF EDUCATION AND LIFELONG LEARNING IN THE INTEGRATION OF EDUCATION AND THE LABOR MARKET","https://doi.org/10.7910/DVN/I45NY6","Replication Package for: Characterizing urban labor market effects of COVID and speeding recovery"
"564",2015,"Economic Policy",15,"Managerial Practices and Students' Performance","https://doi.org/10.5281/zenodo.18767178","REGIONAL DIFFERENTIATION IN UZBEK MAQOM ART: ON THE EXAMPLE OF BUKHARA, FERGANA–TASHKENT AND KHOREZM MAQOMS","https://doi.org/10.7910/DVN/ZHCTCK","Replication Data for: Racial Social Norms among Brazilian Students: Academic Performance, Social Status and Racial Identification"
"565",2018,"AEJ: Macroeconomics",13,"Measuring Job-Finding Rates and Matching Efficiency with Heterogeneous Job-Seekers","https://doi.org/10.5281/zenodo.18760948","Job Seekers Synclusive Joint Dataset","https://doi.org/10.3886/E231526","Replication data for: Measuring Job-Finding Rates and Matching Efficiency with Heterogeneous Job-Seekers"
"566",2015,"Journal of Political Economy",4,"Measuring Returns to Hospital Care: Evidence from Ambulance Referral Patterns","https://doi.org/10.5061/dryad.dz08kps5m","Research data on health facility-level factors that contribute to delayed diagnosis of cervical cancer","https://doi.org/10.7910/DVN/JIYDQT","Replication data for: ""Evaluating Measures of Hospital Quality: Evidence from Ambulance Referral Patterns"""
"567",2015,"American Economic Review",76,"Medicare Part D: Are Insurers Gaming the Low Income Subsidy Design?","https://doi.org/10.5281/zenodo.4067366","Geographic and specialty antibiotic prescribing in Medicare Part D, and its relationship with hospital acquired infections","https://doi.org/10.7910/DVN/ZP9PIK","Replication Data for ""The Role of Race in the Legal Representation of Low-Income Defendants"""
"568",2015,"Journal of International Economics",58,"Migration of skilled workers and innovation: A European Perspective","https://doi.org/10.1002/psp.2456","Understanding brain waste: Unequal opportunities for skills development between highly skilled women and men, migrants and nonmigrants","https://doi.org/10.7910/DVN/XKJR3X","Highly Skilled and Educated Immigrants (HSE)"
"569",2015,"Journal of Development Economics",66,"Migration, congestion externalities, and the evaluation of spatial investments","https://doi.org/10.25338/B8934T","Cargo routing and disadvantaged communities","https://doi.org/10.7910/DVN/5RUV66","Codebbok for GTM_2002 (harmonized and source data)"
"570",2015,"Journal of Financial Economics",74,"Military CEOs","https://doi.org/10.5281/zenodo.2816903","Dataset of the questionaries' responses","https://doi.org/10.7910/DVN/KHFODX","Multinational Military Exercises, 1980-2010"
"571",2015,"Journal of International Economics",80,"More hands, more power? Estimating the impact of immigration on output and technology choices using early 20th century US agriculture","https://doi.org/10.5061/dryad.84g36m4","Data from: Tracing the effects of eutrophication on molluscan communities in sediment cores:  outbreaks of an opportunistic species coincide with reduced bioturbation and high frequency of hypoxia in the Adriatic Sea","https://doi.org/10.7910/DVN/M8FCSL","Fertilizer use by farmers of Indo-Gangetic Plains of India and its determinants"
"572",2018,"Journal of Urban Economics",3,"Mortgage debt and entrepreneurship","https://doi.org/10.5281/zenodo.10713971","test - update zenodo manual","https://doi.org/10.7910/DVN/WNNWCO","Replication Data for: A Regression Analysis of the probability of a recession and student loan debt utilizing data between 1993-2019"
"573",2018,"American Economic Review",60,"Moved to Opportunity: The Long-Run Effects of Public Housing Demolition on Children","https://doi.org/10.5281/zenodo.10068523","Effects of Layer Housing Systems on Egg Production and Quality, Hematological and Serum Metabolites of White Leghorn Layers.","https://doi.org/10.7910/DVN/SCFMVN","Programs and Output for the paper, ""On Estimating Long-Run Effects in Models with Lagged Dependent Variables"""
"574",2018,"Economic Journal",30,"NEW AND IMPROVED: DOES FDI BOOST PRODUCTION COMPLEXITY IN HOST COUNTRIES",NA,NA,"https://doi.org/10.7910/DVN/6AADMR","Weighted Harmonized System & Standard International Trade Classification Conversion Tables"
"575",2015,"Journal of Economic Growth",5,"National income and its distribution","https://doi.org/10.5281/zenodo.19326749","DISTRIBUTION OF THE TAX BURDEN ACROSS ECONOMIC SECTORS: ANALYSIS AND IMPROVEMENT PROSPECTS IN UZBEKISTAN","https://doi.org/10.7910/DVN/3H0LGR","Replication Data for Brewer, B., Conway, K. S., & Rork, J. C. (2021). A Replication of “The Robust Relationship between Taxes and US State Income Growth”(National Tax Journal 2008). Public Finance Review"
"576",2015,"Journal of Human Resources",23,"Obesity, Weight Loss, and Employment Prospects: Evidence from a Randomized Trial","https://doi.org/10.5281/zenodo.54756","Behavioural Weight Loss Treatment Plus Motivational Interviewing versus Attention Control: A Randomized Controlled Trial","https://doi.org/10.7910/DVN/TMHHYY","Online Appendices for The Globalization Backlash Revisited: Evidence from the United States"
"577",2015,"Journal of Urban Economics",9,"Organized crime and business subsidies: Where does the money go?","https://doi.org/10.5281/zenodo.18701715","СИСТЕМА ПРЕДУПРЕЖДЕНИЯ ОРГАНИЗОВАННОЙ ПРЕСТУПНОСТИ: ОБЩЕСОЦИАЛЬНЫЕ МЕРЫ И МЕЖСЕКТОРНАЯ КООРДИНАЦИЯ","https://doi.org/10.7910/DVN/AN1QF3","Replication Data for: ""Putting your Money Where your Self is"""
